

,,t (s),x (cm)
,,0,0.10000000000000001
,,0.20000000000000001,2.1499999999999999
,,0.40000000000000002,3.7999999999999998
,,0.59999999999999998,2.9500000000000002
,,0.80000000000000004,0.20000000000000001
,,1,-2.2999999999999998
,,1.2,-3.8500000000000001
,,1.3999999999999999,-3.1000000000000001
,,1.6000000000000001,-0.5
,,1.8,2.2000000000000002
,,2,3.6000000000000001
